ticket_id,created_at,updated_at,severity,status,attack_pattern,affected_assets,affected_users,tactic_chain,technique_chain,initial_alert_id,total_alerts_correlated,analyst_assigned,containment_action,financial_impact_npr,is_confirmed_attack,resolution_notes,mitre_navigator_link
INC-20250101-3131,2025-01-01 21:22:30.959,2025-01-03 08:22:30.566,critical,resolved,Saturday_Night_C2,WS-KTM-053,user_6620,TA0001|TA0011|TA0008|TA0009|TA0010,T1566.001|T1071.001|T1021.002|T1213|T1048.002,IDS-20260625-6ED7D1A6,47,analyst_08,endpoint_quarantine,2808672,True,Isolated affected host and rotated credentials. Confirmed C2 channel via JA3 hash match. Blocked external IP at perimeter firewall.,https://attack.mitre.org/techniques/T1566/001/
INC-20250102-2060,2025-01-02 00:32:05.443,2025-01-02 11:32:05.013,critical,resolved,ATM_Jackpotting,WS-KTM-054|WS-KTM-030,user_1974|user_2956,TA0001|TA0002|TA0040,T1195|T1059.003|T1496,IDS-20260408-4815B5E3,12,analyst_04,account_disable,4682109,True,Contained via account disable. Forensic image taken. Passed to threat intel team for IOC extraction.,https://attack.mitre.org/techniques/T1195/
INC-20250102-4056,2025-01-02 05:02:19.546,2025-01-04 00:02:19.185,critical,open,Ransomware_Staging,WS-KTM-057|WS-KTM-027|ATM-PKR-004|WS-KTM-006,,TA0001|TA0002|TA0008|TA0040,T1566.002|T1059.001|T1021.002|T1486,IDS-20251227-EEB49DAC,14,analyst_06,endpoint_quarantine,0,True,,https://attack.mitre.org/techniques/T1566/002/
INC-20250102-2699,2025-01-02 08:51:49.597,2025-01-04 08:51:49.589,high,open,InsiderDataGrab,WS-BTW-009|WS-KTM-049,user_9393|user_3732,TA0006|TA0009|TA0010,T1078|T1213|T1048,IDS-20260421-C7F7D3FA,10,analyst_06,none,1570885,True,,https://attack.mitre.org/techniques/T1078/
INC-20250102-0747,2025-01-02 10:36:57.540,2025-01-02 17:36:57.880,critical,resolved,SWIFT_Tampering,WS-KTM-024|WS-KTM-054|WS-PKR-010|WS-PKR-004,user_7521|user_5240,TA0001|TA0003|TA0006|TA0009|TA0040,T1190|T1078|T1555|T1565.001|T1657,IDS-20260128-3AF753B3,67,analyst_04,endpoint_quarantine,658509,True,Insider threat escalated to HR and legal. DLP logs preserved. User account suspended pending investigation.,https://attack.mitre.org/techniques/T1190/
INC-20250102-0051,2025-01-02 11:31:59.657,2025-01-02 13:31:59.296,low,resolved,Recon_PortScan,WS-PKR-012|ATM-KTM-007,user_4242|user_3278|user_9151,TA0007,T1046,IDS-20260624-41378F1E,41,analyst_07,account_disable,0,True,Port scan sourced from internal pentesting team. Documented and closed.,https://attack.mitre.org/techniques/T1046/
INC-20250102-4083,2025-01-02 13:25:16.122,2025-01-05 10:25:16.478,medium,investigating,BruteForce_SSH,WS-KTM-012|WS-KTM-018|ATM-PKR-003|WS-PKR-009,,TA0006|TA0001,T1110.001|T1078,IDS-20260603-9E609FBC,39,analyst_08,none,0,True,,https://attack.mitre.org/techniques/T1110/001/
INC-20250102-0197,2025-01-02 13:27:40.971,2025-01-03 20:27:40.077,critical,open,Ransomware_Staging,WS-KTM-037|WS-KTM-019|WS-KTM-020|WS-KTM-007,user_1766,TA0001|TA0002|TA0008|TA0040,T1566.002|T1059.001|T1021.002|T1486,IDS-20250629-7032DC83,63,analyst_07,firewall_block,0,True,,https://attack.mitre.org/techniques/T1566/002/
INC-20250102-3674,2025-01-02 16:36:02.843,2025-01-04 08:36:02.328,critical,contained,Saturday_Night_C2,WS-BTW-005,user_9084|user_6152,TA0001|TA0011|TA0008|TA0009|TA0010,T1566.001|T1071.001|T1021.002|T1213|T1048.002,IDS-20251210-8D97321B,7,analyst_06,account_disable,0,True,Insider threat escalated to HR and legal. DLP logs preserved. User account suspended pending investigation.,https://attack.mitre.org/techniques/T1566/001/
INC-20250102-3899,2025-01-02 17:03:17.559,2025-01-05 16:03:17.321,medium,false_positive,WebApp_SQLi,WS-BTW-009,,TA0001|TA0006,T1190|T1555,IDS-20251026-474E5DFF,47,analyst_08,none,0,False,ATM software integrity check passed. Connection traced to vendor maintenance window. Vendor access policy updated.,https://attack.mitre.org/techniques/T1190/
INC-20250102-4216,2025-01-02 17:47:18.022,2025-01-04 16:47:18.674,critical,resolved,ATM_Jackpotting,WS-KTM-035|WS-KTM-022,user_6040,TA0001|TA0002|TA0040,T1195|T1059.003|T1496,IDS-20251221-D2D54FAF,2,analyst_01,firewall_block,0,True,Isolated affected host and rotated credentials. Confirmed C2 channel via JA3 hash match. Blocked external IP at perimeter firewall.,https://attack.mitre.org/techniques/T1195/
INC-20250102-3994,2025-01-02 17:57:10.695,2025-01-03 03:57:10.370,medium,resolved,BruteForce_SSH,ATM-PKR-002|WS-KTM-025,user_2077|user_2796,TA0006|TA0001,T1110.001|T1078,IDS-20260502-23BF0BF6,11,analyst_06,network_isolation,0,True,Brute force source blocked at perimeter. No successful authentication observed. Account lockout policy confirmed active.,https://attack.mitre.org/techniques/T1110/001/
INC-20250102-0520,2025-01-02 19:31:44.454,2025-01-03 16:31:44.226,medium,resolved,WebApp_SQLi,ATM-KTM-001|WS-KTM-012|WS-PKR-018|WS-KTM-055,user_8743,TA0001|TA0006,T1190|T1555,IDS-20251227-EA0CE173,43,analyst_01,firewall_block,0,True,Brute force source blocked at perimeter. No successful authentication observed. Account lockout policy confirmed active.,https://attack.mitre.org/techniques/T1190/
INC-20250103-2396,2025-01-03 00:08:13.451,2025-01-04 17:08:13.175,high,resolved,InsiderDataGrab,ATM-PKR-001,user_4353|user_5755,TA0006|TA0009|TA0010,T1078|T1213|T1048,IDS-20250428-8DC500C7,48,analyst_04,account_disable,3327821,True,SWIFT transaction logs reviewed. No fraudulent transfers confirmed. SWIFT gateway access audit initiated per NRB directive.,https://attack.mitre.org/techniques/T1078/
INC-20250103-0368,2025-01-03 06:03:07.605,2025-01-05 23:03:07.407,medium,resolved,DNS_Tunneling,WS-KTM-053|WS-KTM-020|WS-KTM-014,user_1001,TA0011|TA0010,T1071.004|T1048.001,IDS-20260624-E8AF00C1,73,analyst_08,none,0,True,False positive confirmed — traffic matches scheduled backup job pattern. Rule tuned to exclude backup subnet.,https://attack.mitre.org/techniques/T1071/004/
INC-20250103-2072,2025-01-03 11:06:34.262,2025-01-04 03:06:34.918,high,false_positive,LateralSpread,WS-KTM-014|WS-PKR-009|WS-KTM-034|SRV-APP-02,user_9807|user_6590,TA0006|TA0008|TA0007,T1110.001|T1021.002|T1046,IDS-20260104-D79C8C01,49,analyst_01,endpoint_quarantine,0,False,Brute force source blocked at perimeter. No successful authentication observed. Account lockout policy confirmed active.,https://attack.mitre.org/techniques/T1110/001/
INC-20250103-2029,2025-01-03 12:09:50.574,2025-01-04 05:09:50.412,critical,investigating,Ransomware_Staging,SRV-APP-01|WS-KTM-006|SRV-APP-02,user_6199,TA0001|TA0002|TA0008|TA0040,T1566.002|T1059.001|T1021.002|T1486,IDS-20260217-78A44C94,42,analyst_01,endpoint_quarantine,1269001,True,,https://attack.mitre.org/techniques/T1566/002/
INC-20250103-0307,2025-01-03 12:20:05.119,2025-01-04 00:20:05.281,critical,resolved,ATM_Jackpotting,WS-KTM-048|WS-PKR-016|WS-KTM-059,,TA0001|TA0002|TA0040,T1195|T1059.003|T1496,IDS-20250620-3FD6CDE0,65,analyst_03,firewall_block,581323,True,False positive confirmed — traffic matches scheduled backup job pattern. Rule tuned to exclude backup subnet.,https://attack.mitre.org/techniques/T1195/
INC-20250103-4725,2025-01-03 13:16:16.718,2025-01-03 19:16:16.216,critical,resolved,Ransomware_Staging,WS-KTM-051|WS-KTM-002,user_1661|user_8264|user_8340,TA0001|TA0002|TA0008|TA0040,T1566.002|T1059.001|T1021.002|T1486,IDS-20250918-DCB4AA62,53,analyst_04,endpoint_quarantine,4265595,True,Lateral movement contained. SMB signing enforced on affected segment. Credential reset for compromised account.,https://attack.mitre.org/techniques/T1566/002/
INC-20250103-2314,2025-01-03 18:35:27.274,2025-01-05 22:35:27.500,medium,investigating,DNS_Tunneling,WS-KTM-036,user_6986,TA0011|TA0010,T1071.004|T1048.001,IDS-20260625-62CE55E3,71,analyst_04,firewall_block,0,True,,https://attack.mitre.org/techniques/T1071/004/
INC-20250103-1374,2025-01-03 18:43:25.624,2025-01-06 18:43:25.140,critical,resolved,Ransomware_Staging,WS-PKR-013|ATM-KTM-006|WS-BTW-003|WS-PKR-015,user_2179|user_8595|user_1613,TA0001|TA0002|TA0008|TA0040,T1566.002|T1059.001|T1021.002|T1486,IDS-20251210-9C453837,9,analyst_08,firewall_block,0,False,Insider threat escalated to HR and legal. DLP logs preserved. User account suspended pending investigation.,https://attack.mitre.org/techniques/T1566/002/
INC-20250103-2270,2025-01-03 19:15:39.165,2025-01-04 13:15:39.292,high,resolved,DataExfil_HTTPS,WS-BTW-003|WS-KTM-041|SRV-SQL-02|WS-PKR-007,user_5083,TA0009|TA0010,T1213|T1048.002,IDS-20250810-661451DE,6,analyst_05,none,0,False,SQL injection attempt blocked by WAF. No data exfiltration detected. WAF rule updated.,https://attack.mitre.org/techniques/T1213/
INC-20250103-3368,2025-01-03 23:47:32.915,2025-01-04 02:47:32.789,medium,resolved,DNS_Tunneling,WS-PKR-015|WS-KTM-044,user_1292,TA0011|TA0010,T1071.004|T1048.001,IDS-20260307-16EFD56B,56,analyst_04,endpoint_quarantine,0,False,SWIFT transaction logs reviewed. No fraudulent transfers confirmed. SWIFT gateway access audit initiated per NRB directive.,https://attack.mitre.org/techniques/T1071/004/
INC-20250104-1332,2025-01-04 02:50:06.042,2025-01-06 22:50:06.212,critical,contained,SWIFT_Tampering,WS-KTM-045|WS-PKR-009|WS-KTM-058,user_6602|user_1084,TA0001|TA0003|TA0006|TA0009|TA0040,T1190|T1078|T1555|T1565.001|T1657,IDS-20250924-FB384DF6,50,analyst_07,network_isolation,0,False,Ransomware binary quarantined before detonation. Restored from backup. Patched EternalBlue vulnerability on affected hosts.,https://attack.mitre.org/techniques/T1190/
INC-20250104-2438,2025-01-04 05:24:31.536,2025-01-06 14:24:31.952,medium,resolved,DNS_Tunneling,WS-KTM-036|WS-KTM-049|WS-PKR-012,user_4277,TA0011|TA0010,T1071.004|T1048.001,IDS-20260624-15B7BB0D,32,analyst_05,network_isolation,0,True,DNS tunneling payload decoded. C2 domain sinkholed. Host reimaged.,https://attack.mitre.org/techniques/T1071/004/
INC-20250104-3577,2025-01-04 07:11:47.403,2025-01-04 13:11:47.263,critical,resolved,Saturday_Night_C2,WS-KTM-033|WS-KTM-039,user_7877|user_3121,TA0001|TA0011|TA0008|TA0009|TA0010,T1566.001|T1071.001|T1021.002|T1213|T1048.002,IDS-20250702-383DB73D,19,analyst_06,account_disable,0,True,Lateral movement contained. SMB signing enforced on affected segment. Credential reset for compromised account.,https://attack.mitre.org/techniques/T1566/001/
INC-20250104-4412,2025-01-04 08:43:25.235,2025-01-05 00:43:25.599,critical,investigating,ATM_Jackpotting,WS-KTM-023|WS-KTM-013|WS-KTM-025,user_6997|user_2291,TA0001|TA0002|TA0040,T1195|T1059.003|T1496,IDS-20250810-6B06EDF1,58,analyst_03,none,0,True,,https://attack.mitre.org/techniques/T1195/
INC-20250104-4578,2025-01-04 10:40:47.114,2025-01-07 00:40:47.728,critical,resolved,ATM_Jackpotting,ATM-KTM-004|WS-KTM-009|WS-BTW-003|ATM-KTM-003,user_9559|user_7889|user_3031,TA0001|TA0002|TA0040,T1195|T1059.003|T1496,IDS-20251227-459F5DFF,16,analyst_03,endpoint_quarantine,0,True,SWIFT transaction logs reviewed. No fraudulent transfers confirmed. SWIFT gateway access audit initiated per NRB directive.,https://attack.mitre.org/techniques/T1195/
INC-20250104-0876,2025-01-04 12:48:49.545,2025-01-05 21:48:49.446,low,resolved,Recon_PortScan,WS-KTM-052|ATM-PKR-002|WS-KTM-025|WS-KTM-031,user_8022|user_8003,TA0007,T1046,IDS-20251026-7F0EEBEF,7,analyst_05,endpoint_quarantine,0,True,Insider threat escalated to HR and legal. DLP logs preserved. User account suspended pending investigation.,https://attack.mitre.org/techniques/T1046/
INC-20250104-1969,2025-01-04 12:57:46.949,2025-01-07 11:57:46.329,high,false_positive,LateralSpread,WS-KTM-056,user_8487|user_1001|user_6312,TA0006|TA0008|TA0007,T1110.001|T1021.002|T1046,IDS-20250220-46AA96E8,15,analyst_08,account_disable,0,False,SWIFT transaction logs reviewed. No fraudulent transfers confirmed. SWIFT gateway access audit initiated per NRB directive.,https://attack.mitre.org/techniques/T1110/001/
INC-20250104-1793,2025-01-04 15:09:56.483,2025-01-05 05:09:56.871,high,resolved,InsiderDataGrab,ATM-KTM-009|WS-PKR-018,user_3162|user_4404,TA0006|TA0009|TA0010,T1078|T1213|T1048,IDS-20250702-102FB2F9,77,analyst_05,firewall_block,0,True,Lateral movement contained. SMB signing enforced on affected segment. Credential reset for compromised account.,https://attack.mitre.org/techniques/T1078/
INC-20250104-1071,2025-01-04 15:55:35.224,2025-01-05 09:55:35.948,critical,resolved,Saturday_Night_C2,WS-KTM-032|WS-BTW-007|WS-PKR-008|ATM-KTM-004,user_2406|user_1421|user_8933,TA0001|TA0011|TA0008|TA0009|TA0010,T1566.001|T1071.001|T1021.002|T1213|T1048.002,IDS-20250418-F47DE5EB,58,analyst_02,account_disable,2161043,True,False positive confirmed — traffic matches scheduled backup job pattern. Rule tuned to exclude backup subnet.,https://attack.mitre.org/techniques/T1566/001/
INC-20250104-3378,2025-01-04 17:10:19.257,2025-01-06 04:10:19.272,critical,resolved,SWIFT_Tampering,WS-KTM-033|WS-KTM-032,user_3496|user_3307,TA0001|TA0003|TA0006|TA0009|TA0040,T1190|T1078|T1555|T1565.001|T1657,IDS-20250721-68F49CC2,4,analyst_07,firewall_block,3923778,True,Isolated affected host and rotated credentials. Confirmed C2 channel via JA3 hash match. Blocked external IP at perimeter firewall.,https://attack.mitre.org/techniques/T1190/
INC-20250104-1922,2025-01-04 17:29:21.234,2025-01-07 03:29:21.022,critical,investigating,ATM_Jackpotting,WS-KTM-024|SRV-DC-01,user_1496,TA0001|TA0002|TA0040,T1195|T1059.003|T1496,IDS-20251020-390496A3,44,analyst_03,firewall_block,0,False,,https://attack.mitre.org/techniques/T1195/
INC-20250104-4009,2025-01-04 19:11:44.140,2025-01-07 05:11:44.083,critical,resolved,SWIFT_Tampering,ATM-KTM-002|WS-PKR-004|ATM-KTM-006,user_1789|user_1800|user_2982,TA0001|TA0003|TA0006|TA0009|TA0040,T1190|T1078|T1555|T1565.001|T1657,IDS-20250120-7FE23E3D,75,analyst_08,endpoint_quarantine,0,False,SWIFT transaction logs reviewed. No fraudulent transfers confirmed. SWIFT gateway access audit initiated per NRB directive.,https://attack.mitre.org/techniques/T1190/
INC-20250104-0434,2025-01-04 20:59:58.471,2025-01-05 18:59:58.806,high,contained,InsiderDataGrab,SWIFT-GW-01|WS-KTM-017,user_2141,TA0006|TA0009|TA0010,T1078|T1213|T1048,IDS-20260625-59529A0E,1,analyst_02,firewall_block,2590445,True,Isolated affected host and rotated credentials. Confirmed C2 channel via JA3 hash match. Blocked external IP at perimeter firewall.,https://attack.mitre.org/techniques/T1078/
INC-20250104-2770,2025-01-04 23:10:57.583,2025-01-07 22:10:57.937,critical,resolved,Ransomware_Staging,WS-KTM-021,user_4050|user_2290|user_2822,TA0001|TA0002|TA0008|TA0040,T1566.002|T1059.001|T1021.002|T1486,IDS-20250713-1D4E8453,40,analyst_05,account_disable,4771138,True,Contained via account disable. Forensic image taken. Passed to threat intel team for IOC extraction.,https://attack.mitre.org/techniques/T1566/002/
INC-20250105-3721,2025-01-05 00:46:46.213,2025-01-06 22:46:46.387,critical,resolved,Saturday_Night_C2,WS-BTW-005|WS-PKR-008|ATM-KTM-004,,TA0001|TA0011|TA0008|TA0009|TA0010,T1566.001|T1071.001|T1021.002|T1213|T1048.002,IDS-20260308-EA06CA04,74,analyst_06,network_isolation,0,False,Port scan sourced from internal pentesting team. Documented and closed.,https://attack.mitre.org/techniques/T1566/001/
INC-20250105-1854,2025-01-05 00:52:55.644,2025-01-07 22:52:55.487,high,investigating,LateralSpread,WS-KTM-050|SRV-DC-02|WS-KTM-022|WS-PKR-007,user_2666,TA0006|TA0008|TA0007,T1110.001|T1021.002|T1046,IDS-20260625-1D19B01D,61,analyst_04,network_isolation,2920065,True,,https://attack.mitre.org/techniques/T1110/001/
INC-20250105-0262,2025-01-05 02:24:11.318,2025-01-07 09:24:11.459,critical,resolved,Saturday_Night_C2,WS-KTM-047|WS-KTM-048|WS-KTM-054|WS-KTM-053,user_6559,TA0001|TA0011|TA0008|TA0009|TA0010,T1566.001|T1071.001|T1021.002|T1213|T1048.002,IDS-20250418-8E60CAB8,16,analyst_05,network_isolation,574077,True,ATM software integrity check passed. Connection traced to vendor maintenance window. Vendor access policy updated.,https://attack.mitre.org/techniques/T1566/001/
INC-20250105-3756,2025-01-05 09:17:58.743,2025-01-07 05:17:58.300,high,resolved,InsiderDataGrab,WS-PKR-019,user_2538|user_9565,TA0006|TA0009|TA0010,T1078|T1213|T1048,IDS-20260511-EC8FC0A7,35,analyst_05,endpoint_quarantine,1874887,True,ATM software integrity check passed. Connection traced to vendor maintenance window. Vendor access policy updated.,https://attack.mitre.org/techniques/T1078/
INC-20250105-2257,2025-01-05 11:46:22.340,2025-01-08 09:46:22.234,high,investigating,LateralSpread,WS-KTM-025|WS-PKR-002|ATM-PKR-001,user_3104|user_2232,TA0006|TA0008|TA0007,T1110.001|T1021.002|T1046,IDS-20260302-DEEB5472,73,analyst_05,account_disable,747407,True,,https://attack.mitre.org/techniques/T1110/001/
INC-20250105-4325,2025-01-05 13:25:13.848,2025-01-06 02:25:13.590,medium,resolved,DNS_Tunneling,WS-PKR-005|WS-PKR-004|ATM-KTM-007|WS-KTM-027,user_7270,TA0011|TA0010,T1071.004|T1048.001,IDS-20251208-85F841C6,9,analyst_08,network_isolation,0,True,DNS tunneling payload decoded. C2 domain sinkholed. Host reimaged.,https://attack.mitre.org/techniques/T1071/004/
INC-20250105-4931,2025-01-05 18:53:05.716,2025-01-08 06:53:05.610,critical,open,ATM_Jackpotting,WS-KTM-029|WS-KTM-057|WS-PKR-012|WS-KTM-014,user_3304|user_6433|user_9676,TA0001|TA0002|TA0040,T1195|T1059.003|T1496,IDS-20251128-63289C04,49,analyst_05,network_isolation,3853452,True,,https://attack.mitre.org/techniques/T1195/
INC-20250105-0296,2025-01-05 19:22:57.083,2025-01-07 04:22:57.751,low,investigating,Recon_PortScan,WS-KTM-027|SRV-SQL-02|WS-KTM-001|WS-KTM-058,user_4741|user_4131,TA0007,T1046,IDS-20251210-52D8E8E5,42,analyst_03,network_isolation,0,True,,https://attack.mitre.org/techniques/T1046/
INC-20250105-3128,2025-01-05 22:15:05.339,2025-01-06 23:15:05.012,critical,resolved,Ransomware_Staging,SRV-SQL-01|WS-KTM-047|SRV-FILE-01,user_8093,TA0001|TA0002|TA0008|TA0040,T1566.002|T1059.001|T1021.002|T1486,IDS-20250418-87C678A3,15,analyst_08,endpoint_quarantine,260229,True,Ransomware binary quarantined before detonation. Restored from backup. Patched EternalBlue vulnerability on affected hosts.,https://attack.mitre.org/techniques/T1566/002/
INC-20250106-1249,2025-01-06 00:29:25.463,2025-01-08 13:29:25.189,high,resolved,DataExfil_HTTPS,WS-KTM-001,user_2924,TA0009|TA0010,T1213|T1048.002,IDS-20260525-B3D224F8,37,analyst_02,account_disable,0,True,ATM software integrity check passed. Connection traced to vendor maintenance window. Vendor access policy updated.,https://attack.mitre.org/techniques/T1213/
INC-20250106-3376,2025-01-06 02:21:38.985,2025-01-06 19:21:38.334,high,false_positive,DataExfil_HTTPS,WS-KTM-048|WS-PKR-017|ATM-KTM-006,user_7688,TA0009|TA0010,T1213|T1048.002,IDS-20250819-DA54A944,10,analyst_08,endpoint_quarantine,0,False,Lateral movement contained. SMB signing enforced on affected segment. Credential reset for compromised account.,https://attack.mitre.org/techniques/T1213/
INC-20250106-3829,2025-01-06 04:08:50.208,2025-01-09 00:08:50.512,high,false_positive,LateralSpread,WS-KTM-043|WS-BTW-006|WS-KTM-041,,TA0006|TA0008|TA0007,T1110.001|T1021.002|T1046,IDS-20250303-56975108,25,analyst_03,endpoint_quarantine,0,False,Brute force source blocked at perimeter. No successful authentication observed. Account lockout policy confirmed active.,https://attack.mitre.org/techniques/T1110/001/
INC-20250106-1119,2025-01-06 07:17:53.325,2025-01-06 22:17:53.977,critical,resolved,Saturday_Night_C2,WS-KTM-032|SRV-APP-01|WS-KTM-042,user_9113|user_2375|user_3854,TA0001|TA0011|TA0008|TA0009|TA0010,T1566.001|T1071.001|T1021.002|T1213|T1048.002,IDS-20251026-1A81870A,6,analyst_06,network_isolation,4555527,True,DNS tunneling payload decoded. C2 domain sinkholed. Host reimaged.,https://attack.mitre.org/techniques/T1566/001/
INC-20250106-2091,2025-01-06 11:27:25.202,2025-01-08 00:27:25.708,high,contained,DataExfil_HTTPS,WS-KTM-058|WS-KTM-034|WS-BTW-004,user_4708,TA0009|TA0010,T1213|T1048.002,IDS-20250304-D8E216A8,47,analyst_01,endpoint_quarantine,1016608,True,Ransomware binary quarantined before detonation. Restored from backup. Patched EternalBlue vulnerability on affected hosts.,https://attack.mitre.org/techniques/T1213/
INC-20250106-0945,2025-01-06 16:17:47.861,2025-01-08 12:17:47.409,high,investigating,DataExfil_HTTPS,WS-BTW-007,user_2636|user_7444|user_3519,TA0009|TA0010,T1213|T1048.002,IDS-20250721-F3EB1671,56,analyst_04,firewall_block,2904736,True,,https://attack.mitre.org/techniques/T1213/
INC-20250106-1840,2025-01-06 16:26:33.267,2025-01-07 10:26:33.275,critical,resolved,ATM_Jackpotting,ATM-KTM-008,user_6216,TA0001|TA0002|TA0040,T1195|T1059.003|T1496,IDS-20250324-790AD418,72,analyst_08,firewall_block,0,True,Lateral movement contained. SMB signing enforced on affected segment. Credential reset for compromised account.,https://attack.mitre.org/techniques/T1195/
INC-20250106-1534,2025-01-06 20:15:03.456,2025-01-07 21:15:03.967,critical,resolved,Saturday_Night_C2,WS-PKR-016|SRV-FILE-01,,TA0001|TA0011|TA0008|TA0009|TA0010,T1566.001|T1071.001|T1021.002|T1213|T1048.002,IDS-20250810-C0AB0358,13,analyst_04,firewall_block,0,True,ATM software integrity check passed. Connection traced to vendor maintenance window. Vendor access policy updated.,https://attack.mitre.org/techniques/T1566/001/
INC-20250106-4560,2025-01-06 20:19:11.529,2025-01-07 07:19:11.397,high,resolved,DataExfil_HTTPS,ATM-PKR-004|WS-KTM-057,user_1400|user_9643,TA0009|TA0010,T1213|T1048.002,IDS-20260625-8C97A4E1,76,analyst_04,firewall_block,0,True,Brute force source blocked at perimeter. No successful authentication observed. Account lockout policy confirmed active.,https://attack.mitre.org/techniques/T1213/
INC-20250106-0273,2025-01-06 23:09:20.832,2025-01-09 00:09:20.138,medium,contained,DNS_Tunneling,WS-KTM-054|WS-KTM-002|WS-BTW-003,user_8649|user_7732|user_2122,TA0011|TA0010,T1071.004|T1048.001,IDS-20251210-D26F8E37,52,analyst_01,none,0,True,False positive confirmed — traffic matches scheduled backup job pattern. Rule tuned to exclude backup subnet.,https://attack.mitre.org/techniques/T1071/004/
INC-20250107-0926,2025-01-07 00:47:51.334,2025-01-08 02:47:51.777,medium,resolved,DNS_Tunneling,WS-KTM-023|ATM-KTM-007,user_5241,TA0011|TA0010,T1071.004|T1048.001,IDS-20260120-74051DD8,13,analyst_03,account_disable,0,True,ATM software integrity check passed. Connection traced to vendor maintenance window. Vendor access policy updated.,https://attack.mitre.org/techniques/T1071/004/
